node,title,subject
126,Immigration and illegal aliens : burden or blessing?,illegal aliens--united states--statistics.|united states--statistics.|united states--emigration and immigration--statistics.
127,"Jong en illegaal in Nederland : een beschrijvende studie naar de komst en het verblijf van onrechtmatig verblijvende (voormalige) alleenstaande minderjarige vreemdelingen en hun visie op de toekomst / Richard Staring, José Aarts.",illegal aliens--netherlands--social conditions.|youth--netherlands--social conditions.
128,Alien or American? [microform] : immigration laws and Amerasian people / J.M. Charbonneau.,illegal aliens--united states.|asian americans.|emigration and immigration law--united states.
129,Waxwings [text (large print)] / Jonathan Raban.,british--washington (state)--fiction.|repairing trades--fiction.|illegal aliens--fiction.|immigrants--fiction.|authors--fiction.|seattle (wash.)--fiction.|large type books.|psychological fiction.
130,"Immigration reform : the effects of employer sanctions and legalization on wages / by Deborah A. Cobb-Clark, Clinton R. Shiells, B. Lindsay Lowell.",foreign worker certification--economic aspects--united states.|emigration and immigration law--economic aspects--united states.|illegal aliens--employment--united states.|labor market--united states.|wages--foreign workers--united states.
131,How to comply with the tough new immigration law / by Gary Tulacz.,"illegal aliens--united states.|emigration and immigration law--united states.|foreign workers--legal status, laws, etc.--united states.|amnesty--united states."
132,"In search of the African Queen [videorecording] : a people-smuggling operation / produced by Wild Heart Productions Inc. ; in association with TVOntario ; producers, directors, Katerina Cizek &amp; Catherine Bainbridge.","refugees.|refugees--legal status, laws, etc.|illegal aliens.|stowaways.|asylum, right of.|tamil (indic people)--economic conditions.|sri lanka--emigration and immigration.|africa--emigration and immigration."
133,International commodity trade and illegal migration [electronic resource] : the U.S. fresh winter vegetable market and undocumented emigration from Mexico / by Gary David Thompson.,tomato industry--florida.|tomato industry--mexico--sinaloa (state)|united states--foreign economic relations--mexico.|mexico--foreign economic relations--united states.|illegal aliens--united states.
134,"Immigrants and illegal aliens : removal, deterrence and detention issues / Megan A. Yates, editor.",illegal aliens--united states.|emigration and immigration law--united states.|deportation--united states.|detention of persons--united states.
135,The three burials of Melquiades Estrada [videorecording] / Europa Corp. presents a Europa Corp. / Javelina Film Company production.,feature films.|western films.|ranchers--texas--drama.|illegal aliens--texas--drama.|burial--texas--drama.|burial--mexico--drama.
136,"Showdown in the Sonoran Desert [Elektronisk resurs] : religion, law, and the immigration controversy / Ananda Rose.",emigration and immigration--religious aspects--christianity.|immigrants--civil rights--united states.|illegal aliens--united states.|united states--emigration and immigration--religious aspects--christianity.|united states--emigration and immigration--government policy.|mexican-american border region--emigration and immigration.
137,Khūmư̄ Rōbin Hūt : yutthawithī phitsadān kāntō̜sū phư̄a khwāmyūrō̜t khō̜ng karīang Thai nai mư̄ang Lung Sǣm / dōi Khanchō̜ng Sō̜ngsēt.,thai americans--social conditions.|illegal aliens--united states.|thais--united states--social conditions.
138,Guidance for implementation of the AASHTO Strategic Highway Safety Plan. Volume 2 : a guide for addressing collisions involving unlicensed drivers and drivers with suspended or revoked licenses.,traffic safety--united states--planning.|roads--united states--safety measures--planning.|strategic planning--united states.|traffic accidents--united states.|unlicensed motor vehicle drivers--united states.|illegal aliens--united states.
139,"Legal Workforce Act : hearing before the Subcommittee on Immigration Policy and Enforcement of the Committee on the Judiciary, House of Representatives, One Hundred Twelfth Congress, first session, on H.R. 2164, June 15, 2011.",foreign worker certification--united states.|immigration enforcement--united states.|illegal aliens--employment--government policy--united states.|illegal aliens--employment--economic aspects--united states.|employee screening--government policy--united states.
140,"Immigration control and legalization amendments : hearings before the Subcommittee on Immigration, Refugees, and International Law of the Committee on the Judiciary, House of Representatives, Ninety-ninth Congress, first session, on H.R. 3080, Immigration control and legalization amendments, September 9 and 11, 1985.","illegal aliens--united states.|foreign workers--legal status, laws, etc.--united states.|emigration and immigration law--united states."
141,"Health, migration, and return : a handbook for a multidisciplinary approach / edited by Peter J. van Krieken.","public health--handbooks, manuals, etc.|migration, internal--handbooks, manuals, etc.|medical policy--handbooks, manuals, etc.|medical economics--handbooks, manuals, etc."
142,Examining the DREAM act through the eyes of undocumented Hispanic college students / Delis Cuellar.,illegal aliens--education--united states.|mexicans--education--united states.|college students--united states--social conditions.
143,"Kites [videorecording] : the remix / a Reliance Big Pictures release ; Filmkraft Productions ; a Rakesh Roshan film ; written by Robin Bhatt, Akash Khurana &amp; Anurag Basu ; story &amp; produced by Rakesh Roshan ; directed by Anurag Basu.",man-woman relationships--drama.|jealousy--drama.|illegal aliens--nevada--las vegas--drama.
144,"Immigration law and human rights in the Baltic States : comparative study on expulsion and administrative detention of irregular migrants / Joanna Apap, IOM consultant.",baltic states--emigration and immigration--government policy.|illegal aliens--baltic states.|human rights--baltic states.
145,Looking for loopholes [electronic resource] : processes of incorporation of illegal immigrants in the Netherlands / Joanne van der Leun.,illegal aliens--netherlands--social conditions.|illegal aliens--employment--netherlands.|sociology
146,Illegal aliens : significant obstacles to reducing unauthorized alien employment exist : report to Congressional committees / United States General Accounting Office.,illegal aliens--employment--united states.|illegal aliens--government policy--united states.|united states.--immigration and naturalization service--rules and practice.
